Model,Scenario,Region,Variable,Unit,year,value
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2025,19.59
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2030,21.04
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2035,20.11
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2040,18.85
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2045,19.48
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Nuclear,GW/yr,2050,21.78
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2020,0.02
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2025,0.01
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2030,0.02
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2035,0.05
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2040,0.1
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2045,0.1
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil,GW/yr,2050,0.08
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2020,0.02
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2025,0.01
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2030,0.02
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2035,0.05
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2040,0.1
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2045,0.1
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2050,0.08
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2020,25.52
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2025,21.96
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2030,33.27
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2035,19.51
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2040,25.01
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2045,39.23
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar,GW/yr,2050,56.64
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2020,0.33
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2025,0.34
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2030,0.4
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2035,0.43
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2040,0.48
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2045,0.45
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|CSP,GW/yr,2050,1.09
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2020,25.19
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2025,21.62
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2030,32.87
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2035,19.08
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2040,24.53
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2045,38.78
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Solar|PV,GW/yr,2050,55.55
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2020,18.04
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2025,32.35
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2030,31.67
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2035,6.92
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2040,4.64
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2045,16.24
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind,GW/yr,2050,26.47
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2025,0.16
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2030,0.38
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2035,0.19
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2040,0.32
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2045,1.24
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2050,2.21
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2020,18.04
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2025,32.19
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2030,31.28
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2035,6.73
GCAM 7.0,WM_062624,USA,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2040,4.32
